300,0.3,14
100,0.3,15
200,0.7,15
300,0.4,12
250,0.4,12
150,0.5,13
100,0.3,10
150,0.2,12
300,0.3,12
250,0.4,15
150,0.3,12
200,0.3,15
100,0.5,11
300,0.5,13
50,0.2,11
250,0.5,11
250,0.7,13
150,0.2,11
100,0.5,11
150,0.4,13
250,0.8,11
200,0.3,10
300,0.8,10
250,0.8,12
250,0.5,10
100,0.3,11
50,0.8,11
100,0.8,11
50,0.2,12
100,0.8,15
50,0.4,12
300,0.8,11
100,0.4,14
150,0.4,11
250,0.8,12
150,0.8,11
150,0.5,12
150,0.5,12
150,0.8,13
100,0.2,11
300,0.2,10
200,0.8,13
100,0.8,11
300,0.5,15
150,0.4,14
300,0.4,14
150,0.3,10
100,0.2,10
100,0.7,10
300,0.8,10
250,0.8,11
100,0.7,14
150,0.5,14
200,0.2,12
200,0.8,15
100,0.7,13
50,0.3,14
200,0.8,15
150,0.8,10
200,0.5,11
200,0.5,14
50,0.2,10
300,0.2,12
200,0.8,11
100,0.3,12
250,0.2,15
100,0.5,14
200,0.2,13
200,0.2,15
250,0.4,13
150,0.5,15
300,0.3,10
150,0.8,13
200,0.3,14
300,0.2,10
300,0.5,11
100,0.8,10
300,0.2,12
50,0.2,14
150,0.2,12
100,0.8,14
50,0.4,14
50,0.2,10
200,0.8,11
150,0.4,12
50,0.2,11
250,0.8,15
200,0.3,12
50,0.4,15
100,0.4,12
300,0.3,12
300,0.8,15
300,0.3,13
150,0.5,15
150,0.4,11
50,0.4,12
100,0.5,11
200,0.4,14
100,0.3,10
200,0.4,10
50,0.7,14
150,0.4,15
150,0.7,15
200,0.7,10
150,0.7,13
100,0.4,10
50,0.8,12
250,0.3,12
100,0.5,13
100,0.3,14
150,0.2,13
250,0.3,11
100,0.3,13
300,0.5,11
150,0.2,11
300,0.3,13
250,0.8,13
150,0.8,13
250,0.2,10
250,0.5,15
50,0.8,11
100,0.7,10
300,0.7,12
250,0.3,13
200,0.2,12
200,0.3,15
100,0.3,14
150,0.3,13
300,0.8,14
250,0.3,10
50,0.4,15
50,0.5,13
300,0.2,12
300,0.5,10
200,0.7,11
150,0.3,10
300,0.5,14
250,0.4,14
50,0.2,15
250,0.4,14
250,0.4,12
250,0.2,12
200,0.2,11
250,0.2,15
250,0.8,10
50,0.8,13
50,0.7,10
300,0.4,13
100,0.2,13
150,0.3,15
200,0.3,15
250,0.8,14
50,0.5,15
300,0.3,15
50,0.3,10
100,0.4,11
50,0.7,11
250,0.3,13
200,0.4,12
50,0.7,14
100,0.2,14
150,0.2,13
200,0.2,14
250,0.3,10
100,0.8,12
250,0.8,10
200,0.4,11
150,0.3,14
50,0.7,13
100,0.2,12
100,0.7,15
150,0.7,14
200,0.7,15
150,0.2,14
250,0.7,13
150,0.5,11
250,0.7,10
50,0.8,14
200,0.5,14
250,0.3,15
50,0.5,10
200,0.4,15
100,0.2,10
250,0.3,15
250,0.4,15
150,0.7,12
100,0.2,14
200,0.3,13
