110,0.5,22
90,0.4,18
70,0.4,14
90,0.5,10
70,0.4,18
110,0.5,18
130,0.4,26
70,0.7,14
110,0.6,26
130,0.7,14
110,0.7,14
110,0.7,26
130,0.5,14
130,0.4,10
90,0.4,22
110,0.4,22
90,0.6,26
150,0.6,22
150,0.4,18
130,0.7,22
150,0.5,18
90,0.7,18
90,0.4,14
90,0.5,22
150,0.7,18
130,0.4,18
130,0.5,26
70,0.6,14
150,0.5,22
90,0.7,14
110,0.7,10
90,0.5,26
150,0.4,26
150,0.6,18
150,0.4,10
90,0.6,14
70,0.5,10
90,0.6,10
90,0.6,22
150,0.7,22
130,0.7,26
110,0.5,10
130,0.5,22
130,0.6,18
110,0.5,14
110,0.4,26
130,0.6,26
150,0.7,10
70,0.6,22
130,0.6,22
70,0.6,26
150,0.6,14
70,0.4,26
110,0.6,10
150,0.4,22
70,0.6,10
110,0.6,22
90,0.7,22
110,0.4,14
70,0.7,26
70,0.5,22
130,0.7,10
70,0.6,18
150,0.4,14
130,0.4,14
130,0.6,10
110,0.4,18
110,0.4,10
150,0.7,14
130,0.5,10
70,0.5,18
70,0.5,26
110,0.7,18
70,0.4,22
130,0.5,18
150,0.5,26
130,0.4,22
70,0.7,18
110,0.6,14
150,0.6,10
110,0.6,18
90,0.6,18
90,0.4,10
70,0.5,14
90,0.5,18
70,0.4,10
90,0.7,26
150,0.5,10
130,0.7,18
70,0.7,22
70,0.7,10
90,0.7,10
130,0.6,14
110,0.7,22
150,0.7,26
110,0.5,26
150,0.6,26
90,0.4,26
150,0.5,14
90,0.5,14
