90,0.6,15,2.8758,70.573
110,0.6,18,4.7402,65.494
70,0.5,12,1.6057,72.73
70,0.5,21,2.8154,69.106
110,0.8,21,6.1457,65.666
150,0.4,21,6.0118,65.236
70,0.4,15,1.5574,72.943
70,0.8,18,3.601,68.175
110,0.7,18,5.7456,66.954
110,0.8,21,6.4465,67.52
110,0.4,15,3.0067,68.859
130,0.8,24,8.2568,65.615
130,0.6,12,3.7645,68.198
150,0.8,15,6.1247,66.385
150,0.8,24,9.0864,65.079
130,0.5,21,5.8975,66.638
90,0.8,18,4.4656,68.634
110,0.6,21,4.3534,67.683
70,0.8,24,3.6922,67.892
90,0.6,15,2.7359,70.823
130,0.8,15,6.067,64.844
150,0.7,21,7.4961,65.368
130,0.6,15,4.2059,67.83
70,0.7,12,2.2698,69.196
70,0.6,12,1.9102,71.344
90,0.7,18,4.0468,67.029
130,0.4,15,3.4426,69.426
110,0.8,24,6.7875,65.368
130,0.8,18,5.65,68.035
110,0.4,12,2.2709,70.459
110,0.4,21,3.4292,68.164
110,0.8,15,3.8861,70.169
90,0.8,24,4.9956,68.399
110,0.7,12,3.867,67.161
70,0.6,18,2.7256,69.699
90,0.6,24,4.5563,67.571
90,0.7,21,4.0243,68.15
70,0.7,24,3.6661,69.89
130,0.5,18,4.7244,68.058
110,0.6,21,5.0796,66.091
150,0.8,21,7.3616,64.844
130,0.6,18,4.1948,66.765
130,0.8,21,6.2916,66.538
70,0.8,12,2.7706,69.315
90,0.8,12,3.341,68.415
110,0.8,21,5.6791,67.483
110,0.4,21,3.0216,68.157
150,0.5,15,3.8619,69.505
110,0.7,24,5.3874,66.46
110,0.6,24,6.0248,66.214
150,0.6,21,7.0028,66.392
110,0.5,15,3.4375,67.344
130,0.8,18,6.2885,67.117
70,0.8,18,3.6906,67.134
70,0.7,15,2.7007,68.194
150,0.4,18,4.4592,66.615
130,0.5,12,3.0763,67.918
70,0.5,18,1.816,70.343
90,0.6,21,3.8893,69.547
70,0.5,12,1.8465,71.073
110,0.5,15,2.8679,70.864
130,0.5,15,4.3887,67.591
