300,0.3,14,6.1624,70.686
100,0.3,15,2.1461,73.118
200,0.7,15,8.9448,66.633
300,0.4,12,6.7918,69.854
250,0.4,12,5.8385,68.83
150,0.5,13,4.8999,68.188
100,0.3,10,1.2178,73.81
150,0.2,12,1.7979,73.292
300,0.3,12,6.5463,67.923
250,0.4,15,8.2949,67.179
150,0.3,12,3.1714,71.301
200,0.3,15,4.1194,71.037
100,0.5,11,2.6012,69.512
300,0.5,13,8.7236,66.507
50,0.2,11,0.50325,76.597
250,0.5,11,5.4107,66.738
250,0.7,13,10.802,64.844
150,0.2,11,1.3448,73.931
100,0.5,11,2.3371,67.453
150,0.4,13,3.3129,69.066
250,0.8,11,7.6402,68.546
200,0.3,10,2.6533,73.054
300,0.8,10,8.6618,67.036
250,0.8,12,10.906,66.717
250,0.5,10,6.8818,67.091
100,0.3,11,1.2693,71.846
50,0.8,11,1.811,70.412
100,0.8,11,3.3693,67.412
50,0.2,12,0.50787,79.337
100,0.8,15,4.6774,67.534
50,0.4,12,1.1338,73.652
300,0.8,11,11.683,65.033
100,0.4,14,2.3231,68.548
150,0.4,11,2.2395,73.433
250,0.8,12,8.359,65.468
150,0.8,11,4.8951,67.179
150,0.5,12,3.0434,70.416
150,0.5,12,3.8535,67.838
150,0.8,13,5.9485,64.844
100,0.2,11,0.84144,75.142
300,0.2,10,2.7594,73.407
200,0.8,13,7.1145,65.617
100,0.8,11,2.9386,69.084
300,0.5,15,10.001,65.318
150,0.4,14,3.4688,68.758
300,0.4,14,6.523,67.319
150,0.3,10,2.0657,72.642
100,0.2,10,0.98548,76.202
100,0.7,10,2.7536,67.822
300,0.8,10,8.9743,68.043
250,0.8,11,8.1224,65.424
100,0.7,14,3.1253,68.063
150,0.5,14,3.219,68.679
200,0.2,12,2.2031,71.788
200,0.8,15,8.5214,65.627
100,0.7,13,3.4853,68.149
50,0.3,14,0.71007,75.766
200,0.8,15,10.22,65.391
150,0.8,10,5.696,66.069
200,0.5,11,4.2114,68.803
200,0.5,14,5.5119,65.929
50,0.2,10,0.43145,75.53
300,0.2,12,3.1201,72.368
200,0.8,11,8.1613,66.4
100,0.3,12,1.9181,71.239
250,0.2,15,3.8465,68.096
100,0.5,14,3.1197,68.345
200,0.2,13,2.4197,69.955
200,0.2,15,3.0063,72.199
250,0.4,13,5.3847,68.154
150,0.5,15,4.3582,68.921
300,0.3,10,3.9173,72.471
150,0.8,13,5.8799,66.283
200,0.3,14,3.5911,70.003
300,0.2,10,2.7362,74.451
300,0.5,11,7.9761,66.037
100,0.8,10,3.1087,70.43
300,0.2,12,3.1416,72.831
50,0.2,14,0.54399,75.934
150,0.2,12,1.3473,74.879
100,0.8,14,3.8531,66.215
50,0.4,14,1.1669,70.522
50,0.2,10,0.47901,78.025
200,0.8,11,8.3142,65.766
150,0.4,12,3.3029,70.188
50,0.2,11,0.40349,80.388
250,0.8,15,9.1909,65.583
200,0.3,12,3.0913,70.224
50,0.4,15,1.3017,68.515
100,0.4,12,2.2661,70.669
300,0.3,12,5.0771,69.157
300,0.8,15,13.929,64.844
300,0.3,13,5.8623,69.18
150,0.5,15,4.4394,68.509
150,0.4,11,3.3022,66.982
50,0.4,12,0.82567,73.189
100,0.5,11,2.661,70.656
200,0.4,14,4.494,70.449
100,0.3,10,1.2503,74.968
200,0.4,10,3.6924,69.226
50,0.7,14,1.7382,73.776
150,0.4,15,3.7562,69.095
150,0.7,15,4.7981,67.154
200,0.7,10,5.8952,67.194
150,0.7,13,5.6011,68.417
100,0.4,10,1.5742,73.507
50,0.8,12,1.7814,71.169
250,0.3,12,4.2327,69.901
100,0.5,13,3.44,70.182
100,0.3,14,1.7596,70.633
150,0.2,13,1.8754,71.692
250,0.3,11,4.1108,69.292
100,0.3,13,1.7615,72.481
300,0.5,11,9.5129,66.058
150,0.2,11,1.7052,73.664
300,0.3,13,5.653,69.651
250,0.8,13,9.4273,66.046
150,0.8,13,7.3102,65.635
250,0.2,10,2.0803,75.045
250,0.5,15,7.8158,65.589
50,0.8,11,1.5994,71.458
100,0.7,10,2.4645,69.537
300,0.7,12,9.9196,65.368
250,0.3,13,4.5464,70.232
200,0.2,12,2.1775,72.376
200,0.3,15,5.0115,68.64
100,0.3,14,2.1881,70.233
150,0.3,13,2.5777,71.427
300,0.8,14,12.345,65.279
250,0.3,10,3.3744,70.714
50,0.4,15,1.1301,74.3
50,0.5,13,1.1962,74.674
300,0.2,12,3.0203,70.453
300,0.5,10,7.4614,67.489
200,0.7,11,6.3656,66.872
150,0.3,10,1.473,73.604
300,0.5,14,9.3756,66.374
250,0.4,14,7.2756,68.391
50,0.2,15,0.53755,77.007
250,0.4,14,6.2459,67.396
250,0.4,12,5.1913,70.301
250,0.2,12,2.6854,74.232
200,0.2,11,1.7813,73.703
250,0.2,15,3.3996,71.039
250,0.8,10,8.7752,67.395
50,0.8,13,2.1344,70.407
50,0.7,10,1.343,72.676
300,0.4,13,8.3762,66.791
100,0.2,13,1.0739,74.917
150,0.3,15,3.0909,69.167
200,0.3,15,3.5344,68.996
250,0.8,14,11.234,64.844
50,0.5,15,1.5347,71.396
300,0.3,15,6.4036,69.35
50,0.3,10,0.49319,76.748
100,0.4,11,1.6254,73.615
50,0.7,11,1.5315,71.98
250,0.3,13,4.4242,71.142
