18.887,15.677,13.378,11.345,19.257
12.905,11.252,13.149,12.101,10.822
11.536,10.859,12.2,10.823,10.918
10.793,11.11,11.148,10.841,11.061
11.291,11.884,10.731,10.613,10.888
42.567,30.923,22.373,23.623,22.722
21.881,21.735,35.528,22.922,24.448
23.428,26.493,20.81,23.406,26.281
39.156,39.38,39.286,56.523,46.041
35.037,38.93,37.078,45.041,40.297
37.171,44.019,39.781,49.496,42.628
40.088,40.958,40.459,39.541,40.361
62.877,63.906,65.591,49.288,57.21
51.08,50.665,56.394,49.174,47.075
50.451,51.17,49.469,45.013,48.664
90.837,102.74,102.77,97.676,99.237
100.77,87.719,114.21,114.58,89.028
79.63,82.069,85.775,88.109,85.836
77.194,85.629,111.51,94.086,84.928
120.06,131.97,142.36,139.97,222.98
113.06,206.65,109.9,170.41,112.94
130.75,112.5,150.85,130.61,112.61
100.23,220.44,119.43,113.23,98.233
116.1,126.73,106.13,109.34,118.77
202.56,221.51,194.25,197.61,197.81
227.99,233.74,241.98,214.84,230.54
246.97,216.95,219.35,235.33,229.41
297.27,245.25,230.46,235.75,284.37
251.03,252.4,475.91,223.92,285.02
264.12,251.59,239.27,397.48,238.14
282.2,269.98,300.47,234.01,266.97
321.35,242.87,307.01,274.64,421.47
393.24,431.59,406.63,353.87,408.09
