0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15.851,15.851,15.851,15.192,15.608
17.834,18.016,17.309,17.482,21.341
16.909,16.575,16.933,20.12,16.575
15.858,18.448,15.858,15.906,17.537
58.38,52.428,58.38,56.817,54.322
11.137,11.137,12.835,11.137,12.934
10.527,10.992,10.232,11.858,10.106
75.55,55.447,66.162,72.319,65.111
