9.658,9.2854,9.658,9.2854,9.658
8.8025,8.8726,8.8726,8.8726,8.8726
8.5577,9.4577,8.5577,8.5577,8.5577
11.198,11.198,11.198,11.198,11.198
8.1517,8.1517,8.1517,8.1517,8.1517
9.1033,9.1033,9.1033,9.459,9.1033
10.127,9.7712,9.4755,9.4755,9.4755
10.987,10.987,10.987,10.987,10.987
10.157,9.0872,8.6829,8.6829,8.6829
12.028,12.028,12.218,12.028,12.028
11.721,11.348,10.951,11.348,11.348
11.004,11.004,13.493,11.004,10.926
7.0602,7.0602,7.0602,7.1589,7.1589
10.525,10.525,10.525,10.525,10.525
7.7154,7.7154,7.6577,7.7154,7.6577
14.347,18.222,13.849,13.995,13.849
16.645,16.17,15.749,16.705,16.705
15.94,15.553,16.159,15.531,15.531
14.902,14.902,14.902,14.902,15.33
17.103,17.103,16.573,16.89,16.573
17.963,17.857,17.857,16.183,17.857
17.372,17.372,17.02,16.668,17.278
18.358,16.7,16.649,16.97,16.7
15.701,15.701,16.06,15.701,16.031
13.426,12.735,12.867,12.023,14.077
14.331,12.028,12.028,11.953,12.409
12.274,12.274,11.234,11.871,12.274
14.084,13.875,15.672,14.084,14.084
13.507,13.508,13.859,14.017,13.792
15.881,13.668,15.891,13.668,13.668
14.388,13.184,11.616,14.388,13.167
12.192,12.192,12.192,11.965,13.966
19.303,18.892,20.442,22.099,20.46
