0.06659,9.18
0.012605,14.445
0.006823,12.317
0.008102,10.557
0.01011,7.698
0.016157,21.642
0.016147,15.165
0.014087,14.933
0.01546,17.448
0.013779,13.268
0.026616,24.755
0.031572,27.26
0.02816,48.583
0.025613,45.16
0.027325,28.51
0.046123,54.565
0.044572,50.371
0.045868,63.381
0.044202,56.655
0.042813,70.942
0.082516,79.112
0.082604,87.907
0.084185,78.312
0.083488,87.271
0.084166,56.676
0.16573,92.515
0.17012,79.411
0.16719,109.52
0.16634,101.48
0.16984,124.82
0.30135,181.21
0.30884,189.69
0.27471,245.57
0.30738,212.51
0.28599,207.07
