0.22595,9.2854
0.053406,9.5503
0.04083,8.5577
0.045533,15.722
0.039219,8.8915
0.036892,9.1033
0.053574,9.8565
0.068074,11.972
0.043697,9.5327
0.043613,12.111
0.047383,10.951
0.04653,10.926
0.061296,12.852
0.054011,11.486
0.044341,7.7154
0.061289,17.628
0.066035,19.097
0.063986,15.531
0.060347,14.902
0.074976,16.573
0.075904,17.857
0.075247,16.668
0.078341,16.7
0.079911,15.603
0.080961,14.05
0.089618,16.305
0.086049,11.871
0.089408,14.084
0.093309,14.432
0.089392,13.668
0.091143,13.167
0.10789,15.081
0.11505,20.795
0.13369,20.836
0.15477,27.709
0.12726,22.006
0.12086,18.847
0.10748,64.469
0.10098,10.85
0.11898,13.689
0.30316,82.247
0.4752,68.555
0.22289,17.932
0.31837,77.907
0.52572,93.515
1.9948,17.397
2.7751,29.702
0.85613,99.766
