0.193,9.2854
0.046788,9.5503
0.037362,8.5577
0.041313,15.722
0.037363,8.8915
0.03451,9.1033
0.03715,9.8565
0.055904,11.972
0.044662,9.5327
0.043908,12.111
0.044223,10.951
0.045447,10.926
0.060726,12.852
0.050247,11.486
0.043687,7.7154
0.059141,17.628
0.059383,19.097
0.063414,15.531
0.058084,14.902
0.075046,16.573
0.075781,17.857
0.075835,16.668
0.078839,16.7
0.07421,15.603
0.079922,14.05
0.089707,16.305
0.093388,14.162
0.087731,14.084
0.092064,14.432
0.086521,13.668
0.087339,13.167
0.097681,15.081
0.11507,20.795
0.13049,20.836
0.11355,19.303
0.12776,22.006
0.11942,18.847
0.10584,64.469
0.10111,10.85
0.11989,13.689
0.30173,82.247
0.47236,68.555
0.24465,19.674
0.32722,77.907
0.526,93.515
1.9807,17.397
2.7445,29.702
0.63407,99.766
