1.2,15.378,15.378
0.87962,11.991,11.991
0.84332,10.043,10.043
0.93541,9.4986,9.4986
0.97249,8.6637,8.6637
2.0956,15.737,15.737
2.2002,13.311,13.311
2.1741,15.155,15.155
2.1027,11.466,11.466
2.2865,11.636,11.636
5.6361,14.888,17.8
4.3181,18.484,19.005
4.3112,32.281,32.281
4.4961,33.654,33.654
3.5317,33.934,33.934
6.9196,36.298,36.298
10.619,34.11,34.11
10.988,34.058,35.22
9.0799,36.127,39.992
6.4354,42.571,42.571
13.838,41.372,41.372
18.216,41.802,42.237
23.813,47.065,47.905
20.401,45.602,45.602
20.655,34.974,34.974
27.889,50.514,50.514
32.669,49.624,58.015
38.68,48.144,48.144
31.613,47.076,47.738
23.159,45.641,45.641
75.474,95.441,106.09
41.28,95.948,118.74
57.147,96.793,96.793
84.813,103.25,104.92
59.213,82.484,82.484
