2.3791,9.18,,b01s,a03s,b02s,b05s,b06s,a04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2.2115,7.6277,,c01s,a05s,c03s,c02s,a06s,c04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2.2705,10.073,,b01s,b03s,c05s,b04s,c06s,b02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2.3125,9.4986,,c05s,b03s,c01s,b04s,c06s,c02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2.2214,7.698,,c01s,a05s,b03s,b04s,a06s,c02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5.807,19.444,,a05s,b09s,c07s,c08s,c03s,a06s,b01s,b02s,b10s,c04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5.9481,13.785,,a03s,b01s,c07s,b05s,c08s,a09s,b06s,b02s,a10s,a04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5.7241,16.982,,c01s,c05s,b07s,c03s,b09s,c04s,b10s,b08s,c02s,c06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
6.1848,15.303,,a03s,a04s,b09s,b07s,a05s,b10s,c01s,c02s,a06s,b08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5.9864,12.448,,a03s,b09s,c05s,c06s,b10s,a04s,b01s,c07s,b02s,c08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11.887,20.672,,c13s,a03s,a09s,b05s,a11s,c07s,c14s,a04s,c01s,a10s,a12s,c08s,c02s,b06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11.474,24.183,,c11s,c03s,c09s,c05s,a13s,c12s,a14s,c10s,c04s,a01s,c06s,b07s,a02s,b08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11.85,42.406,,c05s,c01s,b13s,b14s,b03s,b07s,c02s,c06s,c11s,c12s,a09s,b04s,b08s,a10s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11.623,46.713,,b03s,a11s,a12s,a13s,a01s,c09s,b05s,a02s,a07s,a08s,c10s,b04s,b06s,a14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57.374,34.763,,c11s,a13s,c03s,b01s,c05s,b09s,b07s,c12s,b08s,c04s,b02s,b10s,c06s,a14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
89.63,52.534,,b13s,b17s,c05s,c03s,a01s,c15s,a11s,c09s,c07s,a12s,b18s,c06s,a02s,c10s,c08s,c04s,c16s,b14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
86.981,45.286,,c13s,a07s,a09s,c03s,a17s,a18s,a10s,c11s,c01s,c15s,c16s,c02s,c05s,c06s,c04s,a08s,c12s,c14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
