0.065939,9.18
0.013359,14.445
0.007328,12.317
0.008181,10.557
0.010659,7.698
0.01734,21.642
0.017525,15.165
0.014956,14.933
0.01572,17.448
0.014516,13.268
0.028041,24.755
0.032378,27.26
0.031816,48.583
0.027381,45.16
0.029013,28.51
0.050241,54.565
0.047993,50.371
0.049355,63.381
0.046249,56.655
0.044764,70.942
0.08793,79.112
0.088595,87.907
0.089388,78.312
0.088204,87.271
0.089472,56.676
0.17551,92.515
0.18089,79.411
0.17816,109.52
0.17839,101.48
0.18175,124.82
0.31586,181.21
0.32831,189.69
0.29313,245.57
0.32716,212.51
0.30254,207.07
