0.06831,15.378
0.013346,21.297
0.007094,11.211
0.007997,9.4986
0.010847,10.212
0.015569,15.737
0.016268,16.135
0.014723,19.126
0.014896,14.322
0.014452,12.297
0.028473,19.319
0.029931,20.792
0.029409,41.585
0.026599,39.31
0.027579,33.934
0.04668,50.027
0.045679,51.597
0.050264,47.319
0.045543,49.923
0.044677,67.531
0.087089,52.752
0.084127,56.862
0.087285,62.518
0.083518,63.234
0.084204,47.749
0.17127,61.741
0.1679,74.681
0.17525,54.023
0.16715,53.282
0.16945,51.66
0.30306,106.94
0.31679,115.6
0.28123,120.16
0.29293,143.59
0.29171,98.493
