0.072738,9.18
0.013101,14.445
0.007315,12.317
0.007854,10.557
0.013897,7.698
0.022161,21.642
0.023779,15.165
0.015108,14.933
0.015757,17.448
0.014369,13.268
0.028259,24.755
0.032863,27.26
0.02909,48.583
0.027236,45.16
0.028881,28.51
0.049158,54.565
0.047364,50.371
0.049143,63.381
0.046394,56.655
0.044575,70.942
0.088699,79.112
0.08784,87.907
0.089679,78.312
0.089163,87.271
0.090097,56.676
0.17547,92.515
0.18559,79.411
0.18017,109.52
0.17802,101.48
0.18104,124.82
0.31916,181.21
0.32921,189.69
0.29237,245.57
0.32723,212.51
0.30382,207.07
