1.2149,15.378,15.378
0.85682,11.991,11.991
0.87156,10.043,10.043
0.85196,9.4986,9.4986
0.93216,8.6637,8.6637
2.0842,15.737,15.737
2.524,12.294,14.223
2.2649,15.155,15.155
2.1224,11.466,11.466
2.1638,11.636,11.636
4.5508,15.606,16.783
4.1633,18.888,18.888
4.2975,32.281,32.281
4.5693,33.654,33.654
3.6502,33.934,33.934
8.5399,36.298,36.298
9.623,34.11,34.11
10.321,35.167,35.196
9.1671,36.127,36.127
6.2192,42.571,42.571
17.85,42.949,42.949
18.491,42.665,40.308
17.124,47.905,47.905
33.59,44.336,44.336
21.695,34.974,34.974
40.438,48.36,48.36
27.368,52.387,53.909
25.691,48.154,67.038
56.545,47.934,76.02
44.248,43.16,43.16
40.464,90.42,94.798
126.09,88.845,88.845
87.673,93.766,95.635
47.982,103.64,128.8
41.06,84.229,84.229
