2.0755,15.378,15.378
1.7279,11.991,11.991
1.5803,10.043,10.043
1.5542,9.4986,9.4986
1.5969,8.6637,8.6637
3.5826,15.737,15.737
3.6915,13.311,13.311
3.5996,15.155,15.155
3.6596,11.466,11.466
5.0018,11.636,11.636
10.181,16.041,16.041
12.023,18.888,18.888
9.4811,32.281,32.281
6.7574,33.654,33.654
6.6673,33.934,33.934
12.76,36.298,36.298
16.6,34.11,34.11
16.806,35.196,35.196
13.822,36.127,36.127
12.694,47.136,47.136
27.99,41.372,41.372
44.613,42.647,42.647
26.861,48.418,48.418
29.241,45.211,45.211
26.072,36.063,36.063
51.68,53.191,53.191
98.699,49.358,49.358
40.76,50.067,50.067
78.907,52.398,52.398
45.601,42.919,42.919
79.902,102.64,102.64
137.65,95.671,95.671
68.434,107.57,107.57
93.499,102.76,102.76
69.556,92.672,92.672
