0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.5466,16.494
0,0
0,0
0,0
0,0
0,0
12.54,46.727
32.586,38.68
0,0
53,48.186
0,0
0,0
0,0
0,0
0,0
0,0
0,0
299.14,66.81
0,0
0,0
0,0
0,0
0,0
1474.2,214.42
1492,202.38
