1.8155,15.378,15.378
1.4747,11.991,11.991
1.5089,10.043,10.043
1.4733,9.4986,9.4986
1.4822,8.6637,8.6637
3.1776,15.737,15.737
3.1797,13.311,13.311
3.2452,15.155,15.155
3.1162,11.466,11.466
3.1125,11.636,11.636
6.2182,16.008,17.8
6.108,19.005,19.005
6.0704,32.505,32.505
6.163,37.154,36.798
6.007,30.258,35.201
8.9741,39.83,39.83
8.8772,36.432,36.432
8.7229,38.946,38.946
8.7314,37.054,37.054
8.6745,47.136,47.136
14.539,46.955,48.293
14.538,46.523,46.523
14.71,50.95,50.95
14.25,50.047,52.216
14.426,41.544,41.544
23.294,58.525,60.034
23.231,62.219,62.219
23.131,54.023,54.023
22.893,53.282,53.282
23.148,48.482,48.482
34.391,106.94,106.94
33.864,113.84,113.37
33.87,115.49,115.49
33.846,103.58,103.58
34.011,98.493,98.493
