scenario,,
,GA,Dijkstra
7,'b05s','a01s'
,'c07s','c03s'
,'a03s','b05s'
,'c01s','a09s'
,'b09s','b07s'
,'b10s','a02s'
,'c08s','c04s'
,'c02s','b08s'
,'b06s','a10s'
,'a04s','b06s'
,,
,12.2935598499,13.3105025287
