0.067304,9.18,,b05s,a03s,b06s,a04s,c01s,c02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.013461,14.445,,b05s,b06s,c03s,a01s,c04s,a02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.007482,12.317,,a03s,c05s,b01s,c06s,a04s,b02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.008358,10.557,,a03s,c05s,b01s,a04s,b02s,c06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.011024,7.698,,b01s,a03s,a04s,c05s,b02s,c06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.01853,21.642,,b03s,a07s,c05s,a09s,c06s,b01s,b02s,a10s,a08s,b04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.017024,15.165,,a01s,c03s,b05s,c07s,b09s,a02s,c08s,b10s,b06s,c04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.015565,14.933,,a03s,c07s,a04s,a09s,b05s,b06s,c08s,a10s,c01s,c02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.016136,17.448,,a03s,c05s,b09s,a07s,c01s,b10s,a04s,c02s,a08s,c06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.015047,13.268,,b07s,c09s,a05s,b03s,a06s,b04s,c10s,a01s,a02s,b08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.030022,24.755,,b03s,a09s,c05s,b07s,c06s,a10s,b13s,c11s,c01s,b14s,c02s,b04s,c12s,b08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.033842,27.26,,a01s,c03s,b05s,c11s,a02s,b06s,c04s,b13s,a07s,c12s,a08s,b09s,b10s,b14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.030587,48.583,,c01s,b09s,a11s,c02s,b07s,b08s,b05s,c13s,a12s,b06s,c14s,b03s,b04s,b10s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.028158,45.16,,b13s,c05s,a11s,c09s,a01s,b14s,c06s,a07s,b03s,a12s,b04s,c10s,a02s,a08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.029814,28.51,,a07s,c09s,c13s,b03s,b04s,a08s,c01s,c02s,a05s,b11s,c10s,b12s,a06s,c14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.05069,54.565,,b11s,a09s,c01s,b05s,a03s,a17s,b06s,a07s,c02s,b12s,a10s,b13s,a08s,c15s,c16s,b14s,a04s,a18s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.048321,50.371,,a07s,c05s,b15s,a17s,c13s,a18s,b01s,c03s,a09s,c04s,b16s,b11s,c14s,a08s,b12s,c06s,b02s,a10s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.050071,63.381,,b07s,a01s,c05s,b17s,c13s,b18s,a11s,b08s,c09s,a12s,b15s,c14s,a02s,b03s,c06s,b16s,c10s,b04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.047539,56.655,,c15s,b07s,a05s,c13s,b09s,c11s,b10s,a03s,c16s,b17s,b18s,a04s,c14s,b01s,a06s,b02s,c12s,b08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.046056,70.942,,b13s,c17s,a09s,c01s,b14s,c15s,a11s,a12s,c07s,b03s,c08s,a10s,c18s,b04s,c05s,c06s,c16s,c02s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.091048,79.112,,b11s,a21s,c01s,a19s,b05s,c15s,a07s,b12s,a09s,c13s,c14s,a10s,b03s,a22s,c23s,c24s,a20s,b17s,a08s,c16s,b18s,c02s,b04s,b06s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.090529,87.907,,b19s,c15s,a07s,b05s,c03s,a13s,b21s,c23s,b22s,a09s,b06s,c16s,b01s,a11s,c17s,c18s,b20s,a08s,b02s,c04s,a10s,c24s,a12s,a14s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.091952,78.312,,c01s,b17s,a07s,b11s,a21s,c13s,b18s,a05s,c23s,b09s,a19s,c02s,b10s,c24s,a06s,b12s,a20s,c03s,b15s,a08s,b16s,c14s,a22s,c04s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.09115,87.271,,a17s,c21s,a15s,b11s,a07s,b12s,c19s,a03s,a04s,b01s,a18s,c05s,c06s,a13s,b23s,a14s,c20s,b02s,a09s,a10s,c22s,b24s,a16s,a08s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.092048,56.676,,b03s,a11s,c23s,b21s,a07s,c13s,a01s,b04s,c19s,a17s,b05s,a12s,c14s,a08s,b15s,b16s,c09s,c10s,a02s,c20s,a18s,b06s,c24s,b22s,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0.181,92.515,,a29s,b25s,a03s,c07s,a13s,b27s,a15s,c09s,b21s,c10s,a23s,b28s,a14s,c19s,c20s,b22s,a31s,c17s,b05s,a04s,b06s,c18s,a24s,b11s,c01s,c02s,a32s,b12s,c08s,a30s,b26s,a16s,[],[],[],[],[],[],[],[]
0.18724,79.411,,b27s,c03s,a19s,c01s,b05s,a31s,c17s,b11s,c18s,a07s,c23s,a08s,b28s,c13s,a25s,b12s,c21s,c24s,a20s,b09s,b10s,c15s,a32s,c16s,b06s,a29s,c04s,a30s,c02s,c14s,a26s,c22s,[],[],[],[],[],[],[],[]
