0.077157,15.378
0.014729,21.297
0.007664,11.211
0.008573,9.4986
0.011264,10.212
0.016812,15.737
0.017354,16.135
0.015285,19.126
0.01571,14.322
0.014719,12.297
0.0288,19.319
0.030584,20.792
0.030064,41.585
0.027478,39.31
0.028612,33.934
0.048151,50.027
0.046787,51.597
0.048818,47.319
0.046359,49.923
0.045403,67.531
0.089272,52.752
0.086609,56.862
0.088184,62.518
0.086214,63.234
0.089602,47.749
0.18374,61.741
0.17606,74.681
0.17697,54.023
0.17187,53.282
0.17692,51.66
0.31124,106.94
0.32563,115.6
0.29009,120.16
4.1402,143.59
0.32604,98.493
