1.2257,15.378,15.378
0.86069,11.991,11.991
0.80212,10.043,10.043
0.90169,9.4986,9.4986
0.8886,8.6637,8.6637
2.9795,15.281,15.737
2.9887,12.294,14.223
2.1434,15.155,15.155
2.019,11.466,11.466
2.3276,11.636,11.636
12.617,14.888,17.8
3.972,18.888,18.888
4.1893,32.281,32.281
4.731,33.654,33.654
5.5982,30.258,35.201
6.9507,36.298,36.298
6.6233,34.11,34.11
9.5375,34.036,35.649
7.4606,36.127,36.127
7.0165,42.571,42.571
13.077,43.443,46.648
29.01,40.308,40.308
30.667,46.077,58.727
42.049,44.336,44.336
31.034,34.42,34.42
45.668,47.306,49.544
24.699,50.809,50.809
25.669,48.086,48.086
35.643,50.282,50.282
24.949,42.753,42.753
48.603,90.931,99.198
91.801,89.223,89.223
60.509,95.329,95.329
108.26,93.874,100.61
46.709,84.229,84.229
