0.06977,15.378
0.013422,21.297
0.007131,11.211
0.008127,9.4986
0.010432,10.212
0.015948,15.737
0.016626,16.135
0.015025,19.126
0.01538,14.322
0.014854,12.297
0.028776,19.319
0.030427,20.792
0.029847,41.585
0.027088,39.31
0.031383,33.934
0.047192,50.027
0.04585,51.597
0.047846,47.319
0.045644,49.923
0.044968,67.531
0.092906,52.752
0.085328,56.862
0.086949,62.518
0.084106,63.234
0.08716,47.749
0.17066,61.741
0.16841,74.681
0.17517,54.023
0.16615,53.282
0.17329,51.66
0.30147,106.94
0.31941,115.6
0.2796,120.16
0.29573,143.59
0.29206,98.493
