0.066906,9.18
0.014117,14.445
0.007386,12.317
0.008743,10.557
0.011252,7.698
0.018185,21.642
0.016975,15.165
0.015455,14.933
0.016651,17.448
0.015182,13.268
0.029493,24.755
0.033566,27.26
0.030561,48.583
0.028381,45.16
0.030095,28.51
0.050539,54.565
0.048203,50.371
0.050107,63.381
0.047544,56.655
0.046052,70.942
0.090248,79.112
0.090342,87.907
0.091639,78.312
0.091058,87.271
0.094326,56.676
0.18149,92.515
0.18521,79.411
0.18229,109.52
0.18183,101.48
0.18568,124.82
0.32397,181.21
0.33533,189.69
0.30121,245.57
0.33398,212.51
0.31314,207.07
