2.2041,15.378,15.378
1.7241,11.991,11.991
1.6962,10.043,10.043
1.7098,9.4986,9.4986
1.7098,8.6637,8.6637
3.6217,15.737,15.737
3.771,12.294,14.223
3.6915,15.155,15.155
3.5665,11.466,11.466
3.6116,11.636,11.636
7.0118,15.606,16.783
7.4202,19.005,19.005
7.1781,32.505,32.505
7.1116,36.798,36.798
7.0122,33.934,33.934
10.194,44.066,44.867
10.206,36.751,36.751
10.177,37.164,37.164
10.329,41.029,41.029
10.031,46.588,46.588
16.819,42.949,42.949
16.855,49.205,51.861
16.662,49.954,63.247
16.674,46.473,46.473
16.975,40.145,40.145
27.598,55.595,54.815
27.424,52.159,52.159
27.291,54.023,54.023
27.12,51.778,51.778
27.051,48.248,48.248
40.04,106.94,106.94
41.122,100.51,115.47
40.882,112.81,126.23
40.964,111.68,116.79
40.18,98.493,98.493
