0.066288,9.18,,1.387725,9.1800296362
0.01288,14.445,,1.244894,7.6276671237
0.006994,12.317,,1.13301,10.3258084052
0.008303,10.557,,1.141742,10.2819245255
0.010382,7.698,,1.161195,6.8904078723
0.016821,21.642,,5.893104,17.8318769363
0.015703,15.165,,9.008735,14.4420297746
0.014715,14.933,,7.17842,13.9932796835
0.015131,17.448,,6.503161,16.8423442092
0.014249,13.268,,5.743441,12.9673024777
0.027979,24.755,,16.702466,19.2979690579
0.032139,27.26,,14.847411,23.5733541724
0.028805,48.583,,11.64253,38.7865897629
0.027005,45.16,,11.066942,44.6912772457
0.029185,28.51,,50.159245,31.7773916609
0.048987,54.565,,88.881872,51.7035418144
0.046266,50.371,,61.508629,54.8302977974
0.048735,63.381,,59.348955,61.783078828
0.046058,56.655,,112.442752,54.1333577017
0.044395,70.942,,110.938478,55.7687120338
0.088039,79.112,,128.488859,70.3753870231
0.087835,87.907,,123.389703,75.3442403762
0.090695,78.312,,83.925704,87.4137415899
0.08837,87.271,,155.64979,91.3452859014
0.089625,56.676,,261.295724,57.7428182959
0.17598,92.515,,386.398797,104.9199817343
0.18023,79.411,,748.418461,93.5507234503
0.17856,109.52,,715.811569,87.0375727744
0.17775,101.48,,503.825172,99.2292723914
0.18198,124.82,,300.379833,106.997263477
0.31576,181.21,,727.904211,203.9481306609
0.33046,189.69,,1006.235209,221.5272386278
0.2928,245.57,,921.099745,240.3739225029
0.3274,212.51,,1331.831346,222.6577373361
0.30335,207.07,,700.17427,212.3996981473
