cost_plan1_1,cost_plan1_2,cost_plan1_3,cost_plan2_1,cost_plan2_2,cost_plan2_3,cost_plan3_1,cost_plan3_2,cost_plan3_3
1.70480003941811,6.37155894107557,5.47040403558092,4.90627073549758,4.59186526914717,,4.5845122430745,2.7014274930118,
8.26651225260085,7.58519278594816,,6.62838443363087,6.98967335216747,4.77449252299132,4.5845122430745,6.25358330332298,
8.26651225260085,6.16133106557341,,2.681443053656,5.80298540271299,,4.5845122430745,6.29204936805172,6.98967335216747
8.26651225260085,4.93134672275232,1.85716354153316,6.62838443363087,4.4764106418089,,7.09488716167495,8.19149531963487,
8.26651225260085,4.93134672275232,2.7014274930118,6.62838443363087,2.09805879841343,,5.50740454233208,4.77449252299132,
7.07005159033511,5.47040403558092,,4.90627073549758,4.93134672275232,2.7014274930118,1.79007331886155,6.98967335216747,
8.26651225260085,1.84008030044887,,0.500239192786811,2.7014274930118,8.19149531963487,1.79007331886155,6.98967335216747,
8.26651225260085,7.58519278594816,,0.500239192786811,6.29204936805172,,5.50740454233208,6.37155894107557,5.47040403558092
1.70480003941811,6.37155894107557,,0.500239192786811,2.7014274930118,5.80298540271299,3.31976726486963,4.59186526914717,
8.26651225260085,7.58519278594816,1.83362829384802,6.69080556776238,5.47040403558092,,4.5845122430745,6.29204936805172,
8.26651225260085,6.16133106557341,5.47040403558092,6.62838443363087,8.68365016856391,,4.5845122430745,1.85716354153316,
8.26651225260085,7.58519278594816,1.83362829384802,0.500239192786811,6.29204936805172,,2.85512321592256,5.47040403558092,
8.26651225260085,6.61457199220025,4.77449252299132,0.500239192786811,6.29204936805172,,7.09488716167495,8.19149531963487,
8.08137101489593,4.4764106418089,,4.90627073549758,7.58519278594816,1.83362829384802,4.5845122430745,6.25358330332298,
7.07005159033511,5.47040403558092,,6.62838443363087,8.68365016856391,1.83362829384802,3.31976726486963,4.93134672275232,
8.26651225260085,1.84008030044887,,0.500239192786811,6.29204936805172,6.98967335216747,7.09488716167495,8.19149531963487,
8.08137101489593,8.68365016856391,,2.18292054138487,4.77449252299132,,3.31976726486963,4.93134672275232,6.25358330332298
8.08137101489593,8.68365016856391,,4.90627073549758,6.16133106557341,5.47040403558092,4.5845122430745,1.85716354153316,
2.29043248108299,1.83362829384802,,4.90627073549758,4.93134672275232,6.29204936805172,2.85512321592256,5.47040403558092,
8.26651225260085,4.93134672275232,1.85716354153316,2.681443053656,8.19149531963487,,1.79007331886155,4.4764106418089,
8.08137101489593,6.98967335216747,4.77449252299132,4.90627073549758,4.93134672275232,,7.09488716167495,8.19149531963487,
8.08137101489593,6.98967335216747,,4.90627073549758,6.16133106557341,,4.5845122430745,2.7014274930118,5.80298540271299
3.55813748053669,6.29204936805172,,4.90627073549758,6.61457199220025,6.37155894107557,7.09488716167495,5.80298540271299,
8.26651225260085,4.59186526914717,,6.69080556776238,5.47040403558092,,4.5845122430745,2.7014274930118,1.83362829384802
8.08137101489593,6.98967335216747,,6.69080556776238,5.47040403558092,,3.31976726486963,4.93134672275232,2.7014274930118
8.26651225260085,4.93134672275232,,6.62838443363087,8.68365016856391,,5.50740454233208,6.37155894107557,5.47040403558092
8.08137101489593,8.68365016856391,5.80298540271299,4.90627073549758,6.61457199220025,,4.5845122430745,6.25358330332298,
3.55813748053669,2.7014274930118,,4.90627073549758,6.61457199220025,4.77449252299132,1.79007331886155,2.09805879841343,
3.55813748053669,3.11853080698267,,4.90627073549758,7.58519278594816,8.19149531963487,1.79007331886155,6.98967335216747,
8.26651225260085,4.93134672275232,1.85716354153316,6.62838443363087,8.68365016856391,,2.85512321592256,5.47040403558092,
3.55813748053669,2.7014274930118,8.19149531963487,6.62838443363087,6.98967335216747,,3.31976726486963,1.84008030044887,
3.55813748053669,1.85716354153316,4.77449252299132,6.62838443363087,2.09805879841343,,3.31976726486963,7.58519278594816,
2.29043248108299,1.83362829384802,,4.90627073549758,4.59186526914717,4.4764106418089,4.5845122430745,6.25358330332298,
8.26651225260085,4.59186526914717,8.68365016856391,0.500239192786811,6.25358330332298,,5.50740454233208,4.77449252299132,
8.26651225260085,4.93134672275232,1.85716354153316,6.69080556776238,5.47040403558092,,1.79007331886155,8.68365016856391,
8.26651225260085,4.59186526914717,,2.18292054138487,6.37155894107557,,4.5845122430745,2.7014274930118,5.80298540271299
8.26651225260085,4.93134672275232,,6.69080556776238,5.47040403558092,,1.79007331886155,8.68365016856391,1.83362829384802
8.08137101489593,2.09805879841343,,4.90627073549758,7.58519278594816,,4.5845122430745,1.85716354153316,4.77449252299132
3.55813748053669,6.29204936805172,4.4764106418089,4.90627073549758,7.58519278594816,,5.50740454233208,6.37155894107557,
8.08137101489593,6.98967335216747,4.77449252299132,4.90627073549758,7.58519278594816,,4.5845122430745,6.25358330332298,
3.55813748053669,1.85716354153316,,4.90627073549758,4.59186526914717,,7.09488716167495,8.19149531963487,5.47040403558092
3.55813748053669,6.29204936805172,,4.90627073549758,6.61457199220025,,7.09488716167495,8.19149531963487,5.47040403558092
8.08137101489593,2.09805879841343,,2.681443053656,1.83362829384802,,3.31976726486963,4.93134672275232,3.11853080698267
8.26651225260085,1.84008030044887,,0.500239192786811,6.29204936805172,2.09805879841343,7.09488716167495,1.83362829384802,
2.29043248108299,1.83362829384802,6.37155894107557,4.90627073549758,1.84008030044887,,4.5845122430745,6.29204936805172,
1.70480003941811,6.37155894107557,5.47040403558092,6.62838443363087,8.68365016856391,,3.31976726486963,4.93134672275232,
1.70480003941811,6.37155894107557,,4.90627073549758,4.59186526914717,,4.5845122430745,2.7014274930118,5.80298540271299
8.26651225260085,7.58519278594816,5.80298540271299,2.18292054138487,6.37155894107557,,4.5845122430745,6.29204936805172,
8.08137101489593,6.98967335216747,,4.90627073549758,6.16133106557341,5.47040403558092,4.5845122430745,2.7014274930118,
1.70480003941811,6.37155894107557,,0.500239192786811,6.29204936805172,4.4764106418089,3.31976726486963,7.58519278594816,
8.26651225260085,4.93134672275232,,2.681443053656,1.83362829384802,6.37155894107557,1.79007331886155,4.4764106418089,
8.26651225260085,1.84008030044887,,2.681443053656,1.83362829384802,6.37155894107557,4.5845122430745,6.29204936805172,
8.26651225260085,4.93134672275232,,6.62838443363087,8.68365016856391,1.83362829384802,2.85512321592256,5.47040403558092,
8.08137101489593,6.98967335216747,,4.90627073549758,7.58519278594816,,4.5845122430745,6.25358330332298,5.47040403558092
3.55813748053669,6.29204936805172,6.98967335216747,6.69080556776238,5.47040403558092,,3.31976726486963,7.58519278594816,
3.55813748053669,2.7014274930118,8.19149531963487,2.18292054138487,4.77449252299132,,3.31976726486963,4.59186526914717,
3.55813748053669,6.29204936805172,8.68365016856391,4.90627073549758,6.16133106557341,,5.50740454233208,4.77449252299132,
2.29043248108299,1.83362829384802,,4.90627073549758,4.93134672275232,,1.79007331886155,2.09805879841343,5.47040403558092
3.55813748053669,6.29204936805172,,2.681443053656,8.19149531963487,5.47040403558092,3.31976726486963,6.61457199220025,
8.26651225260085,4.59186526914717,,2.681443053656,1.83362829384802,,4.5845122430745,6.25358330332298,5.47040403558092
8.08137101489593,8.68365016856391,8.19149531963487,4.90627073549758,1.84008030044887,,4.5845122430745,1.85716354153316,
7.07005159033511,5.47040403558092,,4.90627073549758,6.61457199220025,,4.5845122430745,6.29204936805172,8.68365016856391
1.70480003941811,6.37155894107557,,4.90627073549758,4.59186526914717,4.4764106418089,4.5845122430745,2.7014274930118,
8.26651225260085,7.58519278594816,,0.500239192786811,1.85716354153316,6.37155894107557,1.79007331886155,4.4764106418089,
8.26651225260085,7.58519278594816,1.83362829384802,0.500239192786811,6.25358330332298,,1.79007331886155,4.4764106418089,
8.26651225260085,4.93134672275232,,6.62838443363087,2.09805879841343,5.47040403558092,7.09488716167495,1.83362829384802,
2.29043248108299,5.80298540271299,,6.62838443363087,6.98967335216747,6.37155894107557,3.31976726486963,4.93134672275232,
8.08137101489593,2.09805879841343,,4.90627073549758,7.58519278594816,5.80298540271299,4.5845122430745,1.85716354153316,
8.26651225260085,6.61457199220025,,6.69080556776238,5.47040403558092,,4.5845122430745,6.29204936805172,8.68365016856391
3.55813748053669,6.29204936805172,,4.90627073549758,7.58519278594816,,5.50740454233208,6.37155894107557,5.47040403558092
3.55813748053669,6.29204936805172,6.98967335216747,4.90627073549758,6.16133106557341,,7.09488716167495,5.80298540271299,
3.55813748053669,6.25358330332298,5.47040403558092,4.90627073549758,7.58519278594816,,1.79007331886155,6.98967335216747,
8.08137101489593,6.98967335216747,,2.681443053656,8.19149531963487,5.47040403558092,3.31976726486963,4.93134672275232,
1.70480003941811,6.37155894107557,5.47040403558092,4.90627073549758,4.93134672275232,,1.79007331886155,8.68365016856391,
3.55813748053669,6.29204936805172,4.4764106418089,4.90627073549758,6.16133106557341,,7.09488716167495,1.83362829384802,
3.55813748053669,6.29204936805172,,2.681443053656,5.80298540271299,,3.31976726486963,6.61457199220025,6.37155894107557
2.29043248108299,8.19149531963487,5.47040403558092,0.500239192786811,6.29204936805172,,3.31976726486963,6.61457199220025,
3.55813748053669,1.85716354153316,,2.681443053656,8.19149531963487,5.47040403558092,3.31976726486963,4.59186526914717,
8.26651225260085,4.59186526914717,,0.500239192786811,1.85716354153316,,7.09488716167495,8.19149531963487,5.47040403558092
1.70480003941811,4.77449252299132,,4.90627073549758,7.58519278594816,,4.5845122430745,6.29204936805172,2.09805879841343
8.26651225260085,4.59186526914717,4.4764106418089,2.681443053656,1.83362829384802,,4.5845122430745,6.25358330332298,
2.29043248108299,1.83362829384802,,6.62838443363087,2.09805879841343,5.47040403558092,3.31976726486963,4.93134672275232,
8.26651225260085,4.93134672275232,1.85716354153316,6.62838443363087,2.09805879841343,,7.09488716167495,5.80298540271299,
1.70480003941811,6.37155894107557,,4.90627073549758,4.59186526914717,8.68365016856391,4.5845122430745,3.11853080698267,
8.26651225260085,4.93134672275232,6.29204936805172,6.69080556776238,5.47040403558092,,7.09488716167495,1.83362829384802,
8.26651225260085,7.58519278594816,,6.62838443363087,6.98967335216747,,4.5845122430745,6.25358330332298,5.47040403558092
2.29043248108299,1.83362829384802,,6.62838443363087,2.09805879841343,,3.31976726486963,4.93134672275232,3.11853080698267
8.26651225260085,4.93134672275232,,2.18292054138487,6.37155894107557,5.47040403558092,1.79007331886155,8.68365016856391,
2.29043248108299,1.83362829384802,6.37155894107557,4.90627073549758,4.93134672275232,,1.79007331886155,4.4764106418089,
8.26651225260085,4.59186526914717,,2.18292054138487,6.37155894107557,5.47040403558092,4.5845122430745,2.7014274930118,
8.26651225260085,6.16133106557341,5.47040403558092,2.681443053656,1.83362829384802,,4.5845122430745,6.29204936805172,
2.29043248108299,1.83362829384802,,0.500239192786811,6.29204936805172,4.4764106418089,3.31976726486963,6.16133106557341,
3.55813748053669,6.29204936805172,8.68365016856391,6.69080556776238,5.47040403558092,,3.31976726486963,6.61457199220025,
8.08137101489593,4.4764106418089,,4.90627073549758,4.93134672275232,1.85716354153316,7.09488716167495,8.19149531963487,
8.26651225260085,4.59186526914717,,0.500239192786811,1.85716354153316,4.77449252299132,7.09488716167495,8.19149531963487,
2.29043248108299,1.83362829384802,4.77449252299132,4.90627073549758,4.93134672275232,,1.79007331886155,2.09805879841343,
8.08137101489593,6.98967335216747,,0.500239192786811,3.11853080698267,,3.31976726486963,7.58519278594816,8.19149531963487
3.55813748053669,6.25358330332298,,2.681443053656,1.83362829384802,4.77449252299132,3.31976726486963,4.59186526914717,
8.08137101489593,2.09805879841343,,0.500239192786811,1.85716354153316,4.77449252299132,3.31976726486963,7.58519278594816,
8.08137101489593,8.68365016856391,,0.500239192786811,6.25358330332298,5.47040403558092,3.31976726486963,6.61457199220025,
3.55813748053669,6.29204936805172,,6.69080556776238,5.47040403558092,,3.31976726486963,7.58519278594816,1.83362829384802
2.29043248108299,5.80298540271299,,2.18292054138487,6.37155894107557,,3.31976726486963,4.93134672275232,6.29204936805172
8.26651225260085,7.58519278594816,,0.500239192786811,6.29204936805172,6.98967335216747,2.85512321592256,5.47040403558092,
8.08137101489593,8.68365016856391,,0.500239192786811,1.85716354153316,6.37155894107557,3.31976726486963,1.84008030044887,
8.08137101489593,8.68365016856391,,4.90627073549758,6.61457199220025,,4.5845122430745,6.25358330332298,5.47040403558092
3.55813748053669,2.7014274930118,1.83362829384802,4.90627073549758,1.84008030044887,,1.79007331886155,2.09805879841343,
8.26651225260085,6.61457199220025,4.77449252299132,2.681443053656,8.19149531963487,,4.5845122430745,6.29204936805172,
8.08137101489593,8.68365016856391,8.19149531963487,2.18292054138487,4.77449252299132,,3.31976726486963,4.93134672275232,
7.07005159033511,5.47040403558092,,0.500239192786811,6.29204936805172,8.68365016856391,3.31976726486963,6.61457199220025,
3.55813748053669,1.85716354153316,,6.62838443363087,2.09805879841343,5.47040403558092,3.31976726486963,7.58519278594816,
8.08137101489593,4.4764106418089,,0.500239192786811,2.7014274930118,,3.31976726486963,6.61457199220025,6.37155894107557
7.07005159033511,5.47040403558092,,4.90627073549758,4.93134672275232,,1.79007331886155,8.68365016856391,1.83362829384802
2.29043248108299,1.83362829384802,,0.500239192786811,6.25358330332298,,3.31976726486963,4.59186526914717,4.4764106418089
8.26651225260085,6.16133106557341,,0.500239192786811,1.85716354153316,4.77449252299132,1.79007331886155,8.68365016856391,
3.55813748053669,2.7014274930118,,6.62838443363087,2.09805879841343,5.47040403558092,3.31976726486963,6.61457199220025,
8.08137101489593,6.98967335216747,,0.500239192786811,6.25358330332298,5.47040403558092,3.31976726486963,7.58519278594816,
3.55813748053669,1.85716354153316,,4.90627073549758,7.58519278594816,,1.79007331886155,2.09805879841343,5.47040403558092
8.26651225260085,1.84008030044887,,6.62838443363087,8.68365016856391,8.19149531963487,4.5845122430745,1.85716354153316,
8.26651225260085,4.59186526914717,,0.500239192786811,2.7014274930118,,5.50740454233208,6.37155894107557,5.47040403558092
3.55813748053669,3.11853080698267,,4.90627073549758,4.59186526914717,,7.09488716167495,1.83362829384802,6.37155894107557
3.55813748053669,6.25358330332298,5.47040403558092,6.62838443363087,6.98967335216747,,3.31976726486963,7.58519278594816,
8.26651225260085,4.59186526914717,6.98967335216747,0.500239192786811,2.7014274930118,,2.85512321592256,5.47040403558092,
8.26651225260085,4.93134672275232,,2.681443053656,8.19149531963487,5.47040403558092,1.79007331886155,6.98967335216747,
7.07005159033511,5.47040403558092,,4.90627073549758,4.59186526914717,,4.5845122430745,2.7014274930118,1.83362829384802
8.26651225260085,4.93134672275232,6.29204936805172,2.681443053656,1.83362829384802,,2.85512321592256,5.47040403558092,
3.55813748053669,6.29204936805172,2.09805879841343,2.18292054138487,4.77449252299132,,3.31976726486963,7.58519278594816,
3.55813748053669,6.25358330332298,5.47040403558092,4.90627073549758,4.59186526914717,,7.09488716167495,1.83362829384802,
2.29043248108299,1.83362829384802,,0.500239192786811,6.25358330332298,5.47040403558092,3.31976726486963,4.59186526914717,
8.26651225260085,7.58519278594816,,0.500239192786811,6.25358330332298,,1.79007331886155,6.98967335216747,4.77449252299132
3.55813748053669,6.25358330332298,5.47040403558092,2.681443053656,1.83362829384802,,3.31976726486963,4.59186526914717,
2.29043248108299,8.19149531963487,,4.90627073549758,4.93134672275232,,1.79007331886155,6.98967335216747,4.77449252299132
8.26651225260085,4.59186526914717,2.09805879841343,0.500239192786811,2.7014274930118,,5.50740454233208,4.77449252299132,
7.07005159033511,5.47040403558092,,0.500239192786811,2.7014274930118,1.83362829384802,3.31976726486963,4.59186526914717,
2.29043248108299,8.19149531963487,,2.18292054138487,4.77449252299132,,3.31976726486963,4.93134672275232,6.29204936805172
8.26651225260085,6.61457199220025,,0.500239192786811,2.7014274930118,8.19149531963487,1.79007331886155,4.4764106418089,
7.07005159033511,5.47040403558092,,6.62838443363087,6.98967335216747,,3.31976726486963,4.93134672275232,2.7014274930118
8.26651225260085,1.84008030044887,,2.18292054138487,6.37155894107557,,4.5845122430745,6.29204936805172,8.68365016856391
3.55813748053669,1.85716354153316,,4.90627073549758,4.59186526914717,8.68365016856391,2.85512321592256,5.47040403558092,
8.08137101489593,6.98967335216747,,4.90627073549758,4.93134672275232,6.25358330332298,7.09488716167495,5.80298540271299,
2.29043248108299,5.80298540271299,,4.90627073549758,4.59186526914717,2.09805879841343,4.5845122430745,1.85716354153316,
8.08137101489593,6.98967335216747,,0.500239192786811,2.7014274930118,,3.31976726486963,6.16133106557341,5.47040403558092
8.08137101489593,6.98967335216747,4.77449252299132,0.500239192786811,6.25358330332298,,3.31976726486963,7.58519278594816,
8.26651225260085,4.59186526914717,,0.500239192786811,6.25358330332298,5.47040403558092,7.09488716167495,1.83362829384802,
8.26651225260085,6.61457199220025,,0.500239192786811,6.25358330332298,5.47040403558092,1.79007331886155,8.68365016856391,
8.26651225260085,4.59186526914717,8.68365016856391,6.69080556776238,5.47040403558092,,4.5845122430745,1.85716354153316,
1.70480003941811,4.77449252299132,,0.500239192786811,2.7014274930118,8.19149531963487,3.31976726486963,4.59186526914717,
8.08137101489593,6.98967335216747,6.37155894107557,2.681443053656,5.80298540271299,,3.31976726486963,4.93134672275232,
8.26651225260085,4.93134672275232,2.7014274930118,6.62838443363087,6.98967335216747,,2.85512321592256,5.47040403558092,
7.07005159033511,5.47040403558092,,0.500239192786811,6.29204936805172,,3.31976726486963,7.58519278594816,1.83362829384802
3.55813748053669,2.7014274930118,,4.90627073549758,6.16133106557341,,1.79007331886155,6.98967335216747,4.77449252299132
3.55813748053669,3.11853080698267,,4.90627073549758,6.61457199220025,,1.79007331886155,8.68365016856391,8.19149531963487
3.55813748053669,6.25358330332298,,4.90627073549758,4.59186526914717,6.98967335216747,7.09488716167495,5.80298540271299,
8.08137101489593,2.09805879841343,5.47040403558092,0.500239192786811,1.85716354153316,,3.31976726486963,7.58519278594816,
8.26651225260085,4.93134672275232,,6.62838443363087,6.98967335216747,,7.09488716167495,8.19149531963487,5.47040403558092
3.55813748053669,2.7014274930118,,4.90627073549758,4.59186526914717,6.98967335216747,2.85512321592256,5.47040403558092,
8.26651225260085,4.59186526914717,2.09805879841343,2.18292054138487,4.77449252299132,,4.5845122430745,2.7014274930118,
2.29043248108299,8.19149531963487,5.47040403558092,4.90627073549758,6.61457199220025,,4.5845122430745,6.29204936805172,
2.29043248108299,1.83362829384802,6.37155894107557,4.90627073549758,4.59186526914717,,4.5845122430745,3.11853080698267,
3.55813748053669,1.85716354153316,,6.69080556776238,5.47040403558092,,3.31976726486963,4.59186526914717,8.68365016856391
8.26651225260085,7.58519278594816,8.19149531963487,2.18292054138487,4.77449252299132,,4.5845122430745,6.29204936805172,
8.26651225260085,4.93134672275232,,2.681443053656,8.19149531963487,,1.79007331886155,6.98967335216747,4.77449252299132
3.55813748053669,1.85716354153316,6.37155894107557,6.62838443363087,4.4764106418089,,3.31976726486963,7.58519278594816,
3.55813748053669,6.29204936805172,,2.681443053656,1.83362829384802,4.77449252299132,3.31976726486963,6.16133106557341,
8.26651225260085,4.93134672275232,,6.62838443363087,4.4764106418089,,7.09488716167495,1.83362829384802,6.37155894107557
8.08137101489593,4.4764106418089,,2.681443053656,1.83362829384802,,3.31976726486963,4.93134672275232,6.25358330332298
8.08137101489593,2.09805879841343,,4.90627073549758,4.93134672275232,,7.09488716167495,1.83362829384802,4.77449252299132
2.29043248108299,1.83362829384802,,4.90627073549758,4.59186526914717,,4.5845122430745,6.25358330332298,5.47040403558092
7.07005159033511,5.47040403558092,,4.90627073549758,4.59186526914717,8.68365016856391,4.5845122430745,1.85716354153316,
1.70480003941811,6.37155894107557,5.47040403558092,4.90627073549758,7.58519278594816,,4.5845122430745,6.29204936805172,
2.29043248108299,8.19149531963487,,4.90627073549758,6.61457199220025,,4.5845122430745,6.29204936805172,4.4764106418089
8.08137101489593,2.09805879841343,,4.90627073549758,4.93134672275232,3.11853080698267,7.09488716167495,1.83362829384802,
1.70480003941811,4.77449252299132,,4.90627073549758,4.59186526914717,2.09805879841343,4.5845122430745,2.7014274930118,
8.26651225260085,1.84008030044887,,0.500239192786811,2.7014274930118,1.83362829384802,1.79007331886155,2.09805879841343,
8.08137101489593,8.68365016856391,1.83362829384802,0.500239192786811,6.25358330332298,,3.31976726486963,1.84008030044887,
3.55813748053669,2.7014274930118,1.83362829384802,6.62838443363087,4.4764106418089,,3.31976726486963,6.16133106557341,
7.07005159033511,5.47040403558092,,4.90627073549758,4.93134672275232,6.29204936805172,7.09488716167495,1.83362829384802,
8.26651225260085,4.93134672275232,3.11853080698267,2.18292054138487,6.37155894107557,,1.79007331886155,8.68365016856391,
8.08137101489593,2.09805879841343,,4.90627073549758,4.93134672275232,1.85716354153316,7.09488716167495,5.80298540271299,
3.55813748053669,1.85716354153316,4.77449252299132,4.90627073549758,4.59186526914717,,7.09488716167495,8.19149531963487,
3.55813748053669,6.25358330332298,,6.62838443363087,6.98967335216747,,3.31976726486963,7.58519278594816,5.80298540271299
2.29043248108299,1.83362829384802,6.37155894107557,0.500239192786811,3.11853080698267,,3.31976726486963,4.59186526914717,
3.55813748053669,6.29204936805172,2.09805879841343,4.90627073549758,6.61457199220025,,7.09488716167495,5.80298540271299,
3.55813748053669,3.11853080698267,,4.90627073549758,4.59186526914717,6.98967335216747,7.09488716167495,8.19149531963487,
8.26651225260085,4.93134672275232,,2.681443053656,5.80298540271299,,1.79007331886155,6.98967335216747,6.37155894107557
8.26651225260085,4.59186526914717,4.4764106418089,0.500239192786811,6.25358330332298,,7.09488716167495,1.83362829384802,
3.55813748053669,6.25358330332298,,2.18292054138487,4.77449252299132,,3.31976726486963,4.59186526914717,8.68365016856391
8.26651225260085,4.93134672275232,,6.62838443363087,2.09805879841343,,7.09488716167495,1.83362829384802,4.77449252299132
8.26651225260085,4.93134672275232,6.25358330332298,2.18292054138487,4.77449252299132,,1.79007331886155,8.68365016856391,
2.29043248108299,8.19149531963487,5.47040403558092,6.62838443363087,6.98967335216747,,3.31976726486963,4.93134672275232,
3.55813748053669,2.7014274930118,,4.90627073549758,6.16133106557341,5.47040403558092,1.79007331886155,6.98967335216747,
2.29043248108299,8.19149531963487,5.47040403558092,4.90627073549758,4.93134672275232,,1.79007331886155,6.98967335216747,
2.29043248108299,8.19149531963487,,0.500239192786811,3.11853080698267,,3.31976726486963,4.59186526914717,6.98967335216747
7.07005159033511,5.47040403558092,,4.90627073549758,7.58519278594816,,4.5845122430745,6.29204936805172,6.98967335216747
8.26651225260085,4.93134672275232,,6.62838443363087,8.68365016856391,8.19149531963487,5.50740454233208,4.77449252299132,
2.29043248108299,5.80298540271299,,4.90627073549758,4.93134672275232,1.85716354153316,1.79007331886155,2.09805879841343,
3.55813748053669,1.85716354153316,,4.90627073549758,6.16133106557341,5.47040403558092,1.79007331886155,8.68365016856391,
2.29043248108299,8.19149531963487,,0.500239192786811,6.29204936805172,6.98967335216747,3.31976726486963,1.84008030044887,
2.29043248108299,5.80298540271299,,0.500239192786811,6.29204936805172,,3.31976726486963,6.61457199220025,6.37155894107557
1.70480003941811,6.37155894107557,5.47040403558092,0.500239192786811,6.29204936805172,,3.31976726486963,7.58519278594816,
3.55813748053669,6.29204936805172,,4.90627073549758,1.84008030044887,,7.09488716167495,1.83362829384802,6.37155894107557
3.55813748053669,6.29204936805172,,4.90627073549758,7.58519278594816,1.83362829384802,2.85512321592256,5.47040403558092,
1.70480003941811,6.37155894107557,,6.62838443363087,4.4764106418089,,3.31976726486963,4.93134672275232,2.7014274930118
2.29043248108299,5.80298540271299,,4.90627073549758,6.16133106557341,,4.5845122430745,6.29204936805172,6.98967335216747
8.08137101489593,6.98967335216747,4.77449252299132,4.90627073549758,6.16133106557341,,4.5845122430745,2.7014274930118,
1.70480003941811,6.37155894107557,,0.500239192786811,2.7014274930118,,3.31976726486963,4.59186526914717,4.4764106418089
1.70480003941811,6.37155894107557,,0.500239192786811,6.29204936805172,8.68365016856391,3.31976726486963,1.84008030044887,
8.26651225260085,1.84008030044887,,6.62838443363087,8.68365016856391,,4.5845122430745,1.85716354153316,6.37155894107557
7.07005159033511,5.47040403558092,,4.90627073549758,4.93134672275232,1.85716354153316,1.79007331886155,8.68365016856391,
8.26651225260085,1.84008030044887,,2.681443053656,8.19149531963487,,4.5845122430745,6.29204936805172,6.98967335216747
8.08137101489593,2.09805879841343,,0.500239192786811,2.7014274930118,5.80298540271299,3.31976726486963,6.61457199220025,
2.29043248108299,1.83362829384802,4.77449252299132,4.90627073549758,4.59186526914717,,4.5845122430745,6.25358330332298,
8.08137101489593,4.4764106418089,,4.90627073549758,6.61457199220025,,4.5845122430745,2.7014274930118,8.19149531963487
8.26651225260085,6.61457199220025,4.77449252299132,6.62838443363087,2.09805879841343,,4.5845122430745,2.7014274930118,
